Gender,Age,Debt,Married,BankCustomer,Education,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,ApprovalStatus
2,23.08,2.5,2,1,6,3,0.085,0,0,0,1,0,31,4208,1
2,26.83,0.54,2,1,9,3,0.0,0,0,0,0,0,31,0,1
2,16.92,0.335,3,3,9,8,0.29,0,0,0,0,2,67,0,1
2,24.42,2.0,2,1,5,2,0.165,0,1,2,0,0,105,1300,1
2,42.83,1.25,2,1,10,8,13.875,0,1,1,1,0,113,112,1
1,22.75,6.165,2,1,1,8,0.165,0,0,0,0,0,75,1000,1
2,39.42,1.71,3,3,10,8,0.165,0,0,0,0,2,129,0,1
1,23.58,11.5,3,3,9,4,3.0,0,0,0,1,0,2,16,1
2,21.42,0.75,3,3,12,6,0.75,0,0,0,1,0,42,2,1
2,33.0,2.5,3,3,13,8,7.0,0,0,0,1,0,96,0,1
2,26.33,13.0,2,1,5,2,0.0,0,0,0,1,0,44,1110,1
1,45.0,4.585,2,1,9,4,1.0,0,0,0,1,2,84,0,1
2,26.25,1.54,2,1,13,8,0.125,0,0,0,0,0,31,0,1
0,28.17,0.585,2,1,1,8,0.04,0,0,0,0,0,90,1004,1
1,20.83,0.5,3,3,5,2,1.0,0,0,0,0,0,90,0,1
2,28.67,14.5,2,1,4,8,0.125,0,0,0,0,0,0,286,1
2,20.67,0.835,3,3,2,8,2.0,0,0,0,1,2,84,0,1
2,34.42,1.335,2,1,7,1,0.125,0,0,0,1,0,139,4500,1
2,33.58,0.25,2,1,7,1,4.0,0,0,0,1,2,134,0,1
2,43.17,5.0,2,1,7,1,2.25,0,0,0,1,0,45,0,1
1,22.67,7.0,2,1,2,8,0.165,0,0,0,0,0,52,0,1
1,24.33,2.5,3,3,7,1,4.5,0,0,0,0,0,67,456,1
1,56.83,4.25,3,3,6,3,5.0,0,0,0,1,0,0,4,1
2,22.08,11.46,2,1,9,8,1.585,0,0,0,1,0,31,1212,1
2,34.0,5.5,3,3,2,8,1.5,0,0,0,1,0,17,0,1
2,22.58,1.5,3,3,1,8,0.54,0,0,0,1,0,37,67,1
2,21.17,0.0,2,1,2,8,0.5,0,0,0,1,2,0,0,1
2,26.67,14.585,2,1,7,1,0.0,0,0,0,1,0,61,0,1
2,22.92,0.17,2,1,10,8,0.085,0,0,0,0,2,0,0,1
2,15.17,7.0,2,1,5,8,1.0,0,0,0,0,0,159,0,1
2,39.92,5.0,2,1,7,1,0.21,0,0,0,0,0,156,0,1
2,27.42,12.5,2,1,1,1,0.25,0,0,0,1,0,163,0,1
2,24.75,0.54,2,1,10,8,1.0,0,0,0,1,0,37,1,1
2,41.17,1.25,3,3,13,8,0.25,0,0,0,0,0,0,195,1
1,33.08,1.625,2,1,4,8,0.54,0,0,0,1,0,0,0,1
2,29.83,2.04,3,3,14,4,0.04,0,0,0,0,0,39,1,1
1,23.58,0.585,3,3,6,3,0.125,0,0,0,0,0,37,87,1
2,26.17,12.5,3,3,9,4,1.25,0,0,0,1,0,0,17,1
2,31.0,2.085,2,1,2,8,0.085,0,0,0,0,0,100,0,1
2,20.75,5.085,3,3,8,8,0.29,0,0,0,0,0,44,184,1
2,28.92,0.375,2,1,2,8,0.29,0,0,0,0,0,75,140,1
1,51.92,6.5,2,1,7,1,3.085,0,0,0,1,0,20,0,1
1,22.67,0.335,2,1,11,8,0.75,0,0,0,0,2,52,0,1
2,34.0,5.085,3,3,7,1,1.085,0,0,0,1,0,147,0,1
1,69.5,6.0,2,1,6,3,0.0,0,0,0,0,2,0,0,1
1,40.33,8.125,3,3,9,8,0.165,0,1,2,0,0,170,18,1
1,19.58,0.665,3,3,2,8,1.0,0,1,1,0,0,169,2,1
2,16.0,3.125,2,1,13,8,0.085,0,1,1,0,0,0,6,1
2,17.08,0.25,2,1,11,8,0.335,0,1,4,0,0,52,8,1
2,31.25,2.835,2,1,6,3,0.0,0,1,5,0,0,60,146,1
2,25.17,3.0,2,1,2,8,1.25,0,1,1,0,0,0,22,1
1,22.67,0.79,2,1,7,8,0.085,0,0,0,0,0,46,0,1
2,40.58,1.5,2,1,7,1,0.0,0,0,0,0,2,100,0,1
2,22.25,0.46,2,1,9,8,0.125,0,0,0,1,0,96,55,1
1,22.25,1.25,3,3,6,3,3.25,0,0,0,0,0,96,0,1
2,22.5,0.125,3,3,9,8,0.125,0,0,0,0,0,67,70,1
2,23.58,1.79,2,1,2,8,0.54,0,0,0,1,0,43,1,1
2,38.42,0.705,2,1,2,8,0.375,0,1,2,0,0,78,500,1
1,26.58,2.54,3,3,6,3,0.0,0,0,0,1,0,62,60,1
2,35.0,2.5,2,1,7,8,1.0,0,0,0,1,0,71,0,1
2,20.42,1.085,2,1,11,8,1.5,0,0,0,0,0,33,7,1
2,29.42,1.25,2,1,13,8,1.75,0,0,0,0,0,67,0,1
2,26.17,0.835,2,1,3,8,1.165,0,0,0,0,0,31,0,1
2,33.67,2.165,2,1,2,8,1.5,0,0,0,0,1,37,0,1
2,24.58,1.25,2,1,2,8,0.25,0,0,0,0,0,34,0,1
1,27.67,2.04,2,1,13,8,0.25,0,0,0,1,0,62,50,1
2,37.5,0.835,2,1,5,8,0.04,0,0,0,0,0,37,5,1
2,49.17,2.29,2,1,6,3,0.29,0,0,0,0,0,67,3,1
2,33.58,0.335,3,3,3,8,0.085,0,0,0,0,0,62,0,1
2,51.83,3.0,3,3,6,3,1.5,0,0,0,0,0,62,4,1
2,22.92,3.165,3,3,2,8,0.165,0,0,0,0,0,52,1058,1
2,21.83,1.54,2,1,9,8,0.085,0,0,0,1,0,114,0,1
2,25.25,1.0,2,1,1,8,0.5,0,0,0,0,0,67,0,1
2,58.58,2.71,2,1,2,8,2.415,0,0,0,1,0,105,0,1
2,19.0,0.0,3,3,6,3,0.0,0,1,4,0,0,12,1,1
2,19.58,0.585,2,1,6,3,0.0,0,1,3,0,0,112,769,1
1,53.33,0.165,2,1,6,3,0.0,0,0,0,1,2,18,27,1
1,27.17,1.25,2,1,6,3,0.0,0,1,1,0,0,26,300,1
2,25.92,0.875,2,1,9,8,0.375,0,1,2,1,0,59,3,1
2,23.08,0.0,2,1,9,8,1.0,0,1,11,0,2,0,0,1
2,39.58,5.0,2,1,6,3,0.0,0,1,2,0,0,1,1,1
2,30.58,2.71,3,3,10,8,0.125,0,0,0,1,2,23,0,1
2,17.25,3.0,2,1,9,8,0.04,0,0,0,1,0,52,40,1
1,17.67,0.0,3,3,8,3,0.0,0,0,0,0,0,24,0,1
1,31.568169,11.25,2,1,6,3,0.0,0,0,0,0,0,170,5200,1
2,16.5,0.125,2,1,2,8,0.165,0,0,0,0,0,42,0,1
1,27.33,1.665,2,1,6,3,0.0,0,0,0,0,0,109,1,1
2,31.25,1.125,2,1,6,3,0.0,0,1,1,0,0,29,19,1
2,20.0,7.0,2,1,2,8,0.5,0,0,0,0,0,0,0,1
2,31.568169,3.0,3,3,7,1,7.0,0,0,0,0,0,0,1,1
2,39.5,1.625,2,1,2,8,1.5,0,0,0,0,0,0,316,1
2,36.5,4.25,2,1,11,8,3.5,0,0,0,0,0,142,50,1
0,29.75,0.665,2,1,13,8,0.25,0,0,0,1,0,100,0,1
2,52.42,1.5,2,1,4,8,3.75,0,0,0,1,0,0,350,1
2,36.17,18.125,2,1,13,8,0.085,0,0,0,0,0,105,3552,1
2,34.58,0.0,0,0,0,0,0.0,0,0,0,0,1,170,0,1
2,29.67,0.75,3,3,2,8,0.04,0,0,0,0,0,84,0,1
2,36.17,5.5,2,1,7,1,5.0,0,0,0,0,0,71,687,1
2,25.67,0.29,3,3,2,8,1.5,0,0,0,1,0,52,0,1
1,24.5,2.415,3,3,2,8,0.0,0,0,0,0,0,37,0,1
2,24.08,0.875,2,1,10,8,0.085,0,1,4,0,0,88,1950,1
2,21.92,0.5,2,1,2,8,0.125,0,0,0,0,0,115,0,1
1,36.58,0.29,2,1,6,3,0.0,0,1,10,0,0,67,18,1
1,23.0,1.835,2,1,8,5,0.0,0,1,1,0,0,67,53,1
1,27.58,3.0,2,1,10,8,2.79,0,1,1,1,0,96,10,1
2,31.08,3.085,2,1,2,8,2.5,0,1,2,1,0,52,41,1
1,30.42,1.375,2,1,13,4,0.04,0,1,3,0,0,0,33,1
2,22.08,2.335,2,1,9,8,0.75,0,0,0,0,0,62,0,1
2,16.33,4.085,2,1,7,4,0.415,0,0,0,1,0,37,0,1
1,21.92,11.665,2,1,9,4,0.085,0,0,0,0,0,105,5,1
2,21.08,4.125,3,3,7,4,0.04,0,0,0,0,0,44,100,1
2,17.42,6.5,2,1,7,8,0.125,0,0,0,0,0,17,100,1
2,19.17,4.0,3,3,7,8,1.0,0,0,0,1,0,115,1000,1
2,20.67,0.415,2,1,2,8,0.125,0,0,0,0,0,0,44,1
2,26.75,2.0,2,1,4,8,0.75,0,0,0,1,0,23,0,1
2,23.58,0.835,2,1,7,4,0.085,0,0,0,1,0,75,5,1
2,39.17,2.5,3,3,7,4,10.0,0,0,0,1,2,67,0,1
2,22.75,11.5,2,1,7,8,0.415,0,0,0,0,0,0,0,1
0,26.5,2.71,3,3,0,0,0.085,0,0,0,0,2,23,0,1
1,16.92,0.5,2,1,7,8,0.165,0,1,6,1,0,84,35,1
2,23.5,3.165,3,3,9,8,0.415,0,1,1,1,0,96,80,1
1,17.33,9.5,2,1,1,8,1.75,0,1,10,1,0,0,10,1
2,23.75,0.415,3,3,2,8,0.04,0,1,2,0,0,39,6,1
2,34.67,1.08,2,1,10,8,1.165,0,0,0,0,2,6,0,1
2,74.83,19.0,3,3,6,3,0.04,0,1,2,0,0,0,351,1
2,28.17,0.125,3,3,9,8,0.085,0,0,0,0,0,74,2100,1
2,24.5,13.335,3,3,1,8,0.04,0,0,0,1,0,37,475,1
2,18.83,3.54,3,3,6,3,0.0,0,0,0,1,0,62,1,1
0,45.33,1.0,2,1,11,8,0.125,0,0,0,1,0,91,0,1
1,47.25,0.75,2,1,11,4,2.75,1,1,1,0,0,108,892,0
2,24.17,0.875,2,1,11,8,4.625,1,1,2,1,0,154,2000,0
2,39.25,9.5,2,1,10,8,6.5,1,1,14,0,0,84,4607,0
1,20.5,11.835,2,1,2,4,6.0,1,0,0,0,0,109,0,0
1,18.83,4.415,3,3,2,4,3.0,1,0,0,0,0,84,0,0
2,19.17,9.5,2,1,13,8,1.5,1,0,0,0,0,37,2206,0
1,25.0,0.875,2,1,14,4,1.04,1,0,0,1,0,52,5860,0
2,20.17,9.25,2,1,2,8,1.665,1,1,3,1,0,10,28,0
2,25.75,0.5,2,1,2,8,1.46,1,1,5,1,0,104,0,0
2,20.42,7.0,2,1,2,8,1.625,1,1,3,0,0,67,1391,0
2,31.568169,4.0,2,1,14,8,5.0,1,1,3,1,0,98,2279,0
2,39.0,5.0,2,1,3,8,3.5,1,1,10,1,0,0,0,0
1,64.08,0.165,2,1,6,3,0.0,1,1,1,0,0,82,100,0
2,28.25,5.125,2,1,14,8,4.75,1,1,2,0,0,134,7,0
1,28.75,3.75,2,1,2,8,1.085,1,1,1,1,0,119,0,0
2,31.33,19.5,2,1,2,8,7.0,1,1,16,0,0,0,5000,0
1,18.92,9.0,2,1,1,8,0.75,1,1,2,0,0,25,591,0
1,24.75,3.0,2,1,11,4,1.835,1,1,19,0,0,0,500,0
1,30.67,12.0,2,1,2,8,2.0,1,1,1,0,0,75,19,0
2,21.0,4.79,3,3,13,8,2.25,1,1,1,1,0,23,300,0
2,13.75,4.0,3,3,13,8,1.75,1,1,2,1,0,37,1000,0
1,46.0,4.0,2,1,8,5,0.0,1,0,0,0,0,31,960,0
1,44.33,0.0,2,1,2,8,2.5,1,0,0,0,0,0,0,0
2,20.25,9.96,2,1,5,2,0.0,1,0,0,0,0,0,0,0
2,22.67,2.54,3,3,2,4,2.585,1,0,0,0,0,0,0,0
2,31.568169,10.5,2,1,14,8,6.5,1,0,0,0,0,0,0,0
1,60.92,5.0,2,1,1,8,4.0,1,1,4,0,0,0,99,0
2,16.08,0.75,2,1,2,8,1.75,1,1,5,1,0,113,690,0
1,28.17,0.375,2,1,11,8,0.585,1,1,4,0,0,23,0,0
2,39.17,1.71,2,1,14,8,0.125,1,1,5,1,0,147,0,0
0,20.42,7.5,2,1,9,8,1.5,1,1,1,0,0,52,234,0
1,30.0,5.29,2,1,5,2,2.25,1,1,5,1,0,30,500,0
2,22.83,3.0,2,1,10,8,1.29,1,1,1,0,0,90,800,0
1,22.5,8.5,2,1,11,8,1.75,1,1,10,0,0,23,990,1
1,28.58,1.665,2,1,11,8,2.415,1,0,0,1,0,139,0,1
2,45.17,1.5,2,1,2,8,2.5,1,0,0,1,0,44,0,1
2,41.58,1.75,2,1,9,8,0.21,1,0,0,0,0,52,0,1
1,57.08,0.335,2,1,7,1,1.0,1,0,0,1,0,86,2197,1
1,55.75,7.08,2,1,9,4,6.75,1,1,3,1,0,31,50,1
2,43.25,25.21,2,1,11,4,0.21,1,1,1,0,0,164,90,1
1,25.33,2.085,2,1,2,4,2.75,1,0,0,1,0,115,1,1
1,24.58,0.67,2,1,1,4,1.75,1,0,0,0,0,129,0,1
2,43.17,2.25,2,1,7,1,0.75,1,0,0,0,0,157,0,1
2,40.92,0.835,2,1,6,3,0.0,1,0,0,0,0,41,1,1
2,31.83,2.5,2,1,1,8,7.5,1,0,0,1,0,155,0,1
1,33.92,1.585,3,3,6,3,0.0,1,0,0,0,0,105,0,1
1,24.92,1.25,2,1,6,3,0.0,1,0,0,0,0,23,0,1
2,35.25,3.165,2,1,14,4,3.75,1,0,0,1,0,161,0,1
2,34.25,1.75,2,1,13,1,0.25,1,0,0,1,0,53,0,1
2,80.25,5.5,2,1,0,0,0.54,1,0,0,0,0,0,340,1
2,19.42,1.5,3,3,3,8,2.0,1,0,0,1,0,31,20,1
2,42.75,3.0,2,1,7,1,1.0,1,0,0,0,0,0,200,1
2,19.67,10.0,3,3,9,4,0.835,1,0,0,1,0,44,0,1
2,36.33,3.79,2,1,13,8,1.165,1,0,0,1,0,67,0,1
2,30.08,1.04,3,3,7,1,0.5,1,1,10,1,0,42,28,1
2,44.25,11.0,3,3,4,8,1.5,1,0,0,0,2,0,0,1
2,23.58,0.46,3,3,13,8,2.625,1,1,6,1,0,70,347,1
2,23.92,1.5,2,1,4,4,1.875,1,1,6,0,0,67,327,0
2,33.17,1.0,2,1,14,8,0.75,1,1,7,1,0,109,4071,0
2,48.33,12.0,2,1,10,8,16.0,1,0,0,0,2,34,0,0
2,76.75,22.29,2,1,5,9,12.75,1,1,1,1,0,0,109,0
2,51.33,10.0,2,1,7,1,0.0,1,1,11,0,0,0,1249,0
2,34.75,15.0,2,1,12,6,5.375,1,1,9,1,0,0,134,0
2,38.58,3.335,2,1,13,8,4.0,1,1,14,0,0,124,1344,0
1,22.42,11.25,3,3,14,4,0.75,1,1,4,0,0,0,321,0
2,41.92,0.42,2,1,2,4,0.21,1,1,6,0,0,75,948,0
2,29.58,4.5,2,1,13,8,7.5,1,1,2,1,0,107,0,0
1,32.17,1.46,2,1,13,8,1.085,1,1,16,0,0,37,2079,0
2,51.42,0.04,2,1,14,4,0.04,1,0,0,0,0,0,3000,0
1,22.83,2.29,2,1,11,4,2.29,1,1,7,1,0,44,2384,0
1,25.0,12.33,2,1,3,4,3.5,1,1,6,0,0,129,458,0
2,26.75,1.125,2,1,14,4,1.25,1,0,0,0,0,0,5298,0
2,23.33,1.5,2,1,2,4,1.415,1,0,0,0,0,135,200,0
2,24.42,12.335,2,1,11,4,1.585,1,0,0,1,0,37,0,0
2,42.17,5.04,2,1,11,4,12.75,1,0,0,1,0,26,0,0
1,20.83,3.0,2,1,1,8,0.04,1,0,0,0,0,31,0,0
2,23.08,11.5,2,1,13,4,2.125,1,1,11,1,0,98,284,0
1,25.17,2.875,2,1,14,4,0.875,1,0,0,0,0,115,0,0
2,43.08,0.375,3,3,2,8,0.375,1,1,8,1,0,100,162,0
1,35.75,0.915,2,1,1,8,0.75,1,1,4,0,0,0,1583,0
2,59.5,2.75,2,1,13,8,1.75,1,1,5,1,0,17,58,0
2,21.0,3.0,3,3,4,8,1.085,1,1,8,1,0,52,1,0
2,21.92,0.54,3,3,14,8,0.04,1,1,1,1,0,165,59,0
1,65.17,14.0,2,1,6,3,0.0,1,1,11,1,0,0,1400,0
1,20.33,10.0,2,1,2,4,1.0,1,1,4,0,0,14,1465,0
2,32.25,0.165,3,3,2,4,3.25,1,1,1,1,0,137,8000,0
2,30.17,0.5,2,1,2,8,1.75,1,1,11,0,0,9,540,0
2,25.17,6.0,2,1,2,8,1.0,1,1,3,0,0,0,0,0
2,39.17,1.625,2,1,2,8,1.5,1,1,10,0,0,64,4700,0
2,39.08,6.0,2,1,10,8,1.29,1,1,5,1,0,33,1097,0
2,31.67,0.83,2,1,14,8,1.335,1,1,8,1,0,101,3290,0
2,41.0,0.04,2,1,5,8,0.04,0,1,1,0,2,157,0,0
2,48.5,4.25,2,1,10,8,0.125,1,0,0,1,0,78,0,0
2,32.67,9.0,3,3,13,4,5.25,1,0,0,1,0,50,0,0
1,28.08,15.0,3,3,5,9,0.0,1,0,0,0,0,0,13212,0
2,73.42,17.75,2,1,6,3,0.0,1,0,0,1,0,0,0,0
2,64.08,20.0,2,1,14,4,17.5,1,1,9,1,0,0,1000,0
2,51.58,15.0,2,1,2,8,8.5,1,1,9,0,0,0,0,0
2,26.67,1.75,3,3,2,8,1.0,1,1,5,1,0,52,5777,0
2,25.33,0.58,2,1,2,8,0.29,1,1,7,1,0,29,5124,0
2,30.17,6.5,2,1,3,8,3.125,1,1,8,0,0,107,1200,0
2,27.0,0.75,2,1,2,4,4.25,1,1,3,1,0,104,150,0
2,23.17,0.0,0,0,0,0,0.0,0,0,0,0,1,170,0,0
2,34.17,5.25,2,1,13,8,0.085,0,0,0,1,0,98,6,0
2,38.67,0.21,2,1,9,8,0.085,1,0,0,1,0,96,0,0
2,25.75,0.75,2,1,2,1,0.25,1,0,0,0,0,111,23,0
1,46.08,3.0,2,1,2,8,2.375,1,1,8,1,0,127,4159,0
1,21.5,6.0,2,1,1,8,2.5,1,1,3,0,0,23,918,0
0,20.08,0.125,2,1,11,8,1.0,0,1,1,0,0,84,768,0
2,20.5,2.415,2,1,2,8,2.0,1,1,11,1,0,67,3000,0
1,29.5,0.46,2,1,9,8,0.54,1,1,4,0,0,122,500,0
0,42.25,1.75,3,3,0,0,0.0,0,0,0,1,0,48,1,1
2,29.83,1.25,3,3,9,8,0.25,0,0,0,0,0,77,0,1
2,20.08,0.25,2,1,11,8,0.125,0,0,0,0,0,67,0,1
2,23.42,0.585,2,1,2,4,0.085,1,0,0,0,0,62,0,1
1,29.58,1.75,3,3,9,8,1.25,0,0,0,1,0,96,0,1
2,16.17,0.04,2,1,2,8,0.04,0,0,0,0,0,0,0,0
2,32.33,3.5,2,1,9,8,0.5,0,0,0,1,0,82,0,1
2,31.568169,0.04,3,3,4,8,4.25,0,0,0,1,0,144,0,1
2,47.83,4.165,2,1,14,1,0.085,0,0,0,1,0,154,0,1
2,20.0,1.25,3,3,9,8,0.125,0,0,0,0,0,44,4,1
2,27.58,3.25,3,3,11,4,5.085,0,1,2,1,0,117,1,1
2,22.0,0.79,2,1,13,8,0.29,0,1,1,0,0,134,283,1
2,19.33,10.915,2,1,2,1,0.585,0,1,2,1,0,67,7,1
1,38.33,4.415,2,1,2,8,0.125,0,0,0,0,0,52,0,1
2,29.42,1.25,2,1,2,4,0.25,0,1,2,1,0,129,108,1
2,22.67,0.75,2,1,7,8,1.585,0,1,1,1,0,129,9,1
2,32.25,14.0,3,3,6,3,0.0,0,1,2,0,0,52,1,1
2,29.58,4.75,2,1,10,8,2.0,0,1,1,1,0,144,68,1
2,18.42,10.415,3,3,1,8,0.125,1,0,0,0,0,37,375,1
2,22.17,2.25,2,1,7,8,0.125,0,0,0,0,0,52,10,1
2,22.67,0.165,2,1,2,5,2.25,0,0,0,1,2,0,0,0
1,25.58,0.0,0,0,0,0,0.0,0,0,0,0,1,170,0,0
2,18.83,0.0,2,1,11,8,0.665,0,0,0,0,0,52,1,1
2,21.58,0.79,3,3,3,8,0.665,0,0,0,0,0,52,0,1
2,23.75,12.0,2,1,2,8,2.085,0,0,0,0,2,23,0,1
2,22.0,7.835,3,3,7,1,0.165,0,0,0,1,0,170,0,1
2,36.08,2.54,2,1,6,3,0.0,0,0,0,0,0,0,1000,1
2,29.25,13.0,2,1,4,4,0.5,0,0,0,0,0,79,0,1
1,19.58,0.665,2,1,13,8,1.665,0,0,0,0,0,75,5,1
1,22.92,1.25,2,1,11,8,0.25,0,0,0,1,0,37,809,1
1,27.25,0.29,2,1,10,4,0.125,0,1,1,1,0,93,108,1
1,38.75,1.5,2,1,6,3,0.0,0,0,0,0,0,22,0,1
2,32.42,2.165,3,3,9,3,0.0,0,0,0,0,0,37,0,1
1,23.75,0.71,2,1,13,8,0.25,0,1,1,1,0,84,4,1
2,18.17,2.46,2,1,2,6,0.96,0,1,2,1,0,52,587,1
2,40.92,0.5,3,3,10,8,0.5,0,0,0,1,0,41,0,1
2,19.5,9.585,2,1,1,8,0.79,0,0,0,0,0,23,350,1
2,28.58,3.625,2,1,1,8,0.25,0,0,0,1,0,31,0,1
2,35.58,0.75,2,1,9,8,1.5,0,0,0,1,0,81,0,1
2,34.17,2.75,2,1,7,1,2.5,0,0,0,1,0,82,200,1
0,33.17,2.25,3,3,3,8,3.5,0,0,0,1,0,67,141,1
2,31.58,0.75,3,3,1,8,3.5,0,0,0,1,0,105,0,1
1,52.5,7.0,2,1,1,4,3.0,0,0,0,0,0,0,0,1
2,36.17,0.42,3,3,13,8,0.29,0,0,0,1,0,102,2,1
2,37.33,2.665,2,1,3,8,0.165,0,0,0,1,0,0,501,1
1,20.83,8.5,2,1,2,8,0.165,0,0,0,0,0,0,351,1
2,24.08,9.0,2,1,1,8,0.25,0,0,0,1,0,0,0,1
2,25.58,0.335,2,1,9,4,3.5,0,0,0,1,0,109,0,1
1,35.17,3.75,2,1,6,3,0.0,0,1,6,0,0,0,200,1
2,48.08,3.75,2,1,7,1,1.0,0,0,0,0,0,31,2,1
1,15.83,7.625,2,1,11,8,0.125,0,1,1,1,0,0,160,1
1,22.5,0.415,2,1,7,8,0.335,0,0,0,1,2,46,0,1
2,21.5,11.5,2,1,7,8,0.5,1,0,0,1,0,31,68,1
1,23.58,0.83,2,1,11,8,0.415,0,1,1,1,0,67,11,1
1,21.08,5.0,3,3,6,3,0.0,0,0,0,0,0,0,0,1
2,25.67,3.25,2,1,2,4,2.29,0,1,1,1,0,133,21,1
1,38.92,1.665,2,1,1,8,0.25,0,0,0,0,0,0,390,1
1,15.75,0.375,2,1,2,8,1.0,0,0,0,0,0,37,18,1
1,28.58,3.75,2,1,2,8,0.25,0,1,1,1,0,10,154,1
2,22.25,9.0,2,1,1,8,0.085,0,0,0,0,0,0,0,1
2,29.83,3.5,2,1,2,8,0.165,0,0,0,0,0,74,0,1
1,23.5,1.5,2,1,13,8,0.875,0,0,0,1,0,52,0,1
2,32.08,4.0,3,3,3,8,1.5,0,0,0,1,0,37,0,1
2,31.08,1.5,3,3,13,8,0.04,0,0,0,0,2,52,0,1
2,31.83,0.04,3,3,10,8,0.04,0,0,0,0,0,0,0,1
1,21.75,11.75,2,1,2,8,0.25,0,0,0,1,0,62,0,1
1,17.92,0.54,2,1,2,8,1.75,0,1,1,1,0,23,5,1
2,30.33,0.5,2,1,4,4,0.085,0,0,0,1,2,86,0,1
2,51.83,2.04,3,3,6,3,1.5,0,0,0,0,0,37,1,1
2,47.17,5.835,2,1,13,8,5.5,0,0,0,0,0,145,150,1
2,25.83,12.835,2,1,3,8,0.5,0,0,0,0,0,0,2,1
1,50.25,0.835,2,1,1,8,0.5,0,0,0,1,0,84,117,1
0,29.5,2.0,3,3,5,4,2.0,0,0,0,0,0,89,17,1
1,37.33,2.5,2,1,7,4,0.21,0,0,0,0,0,90,246,1
1,41.58,1.04,2,1,1,8,0.665,0,0,0,0,0,84,237,1
1,30.58,10.665,2,1,11,4,0.085,0,1,12,1,0,40,3,1
2,19.42,7.25,2,1,10,8,0.04,0,1,1,0,0,31,1,1
1,17.92,10.21,2,1,6,3,0.0,0,0,0,0,0,0,50,1
1,20.08,1.25,2,1,2,8,0.0,0,0,0,0,0,0,0,1
2,19.5,0.29,2,1,9,8,0.29,0,0,0,0,0,96,364,1
2,27.83,1.0,3,3,4,4,3.0,0,0,0,0,0,60,537,1
2,17.08,3.29,2,1,7,8,0.335,0,0,0,1,0,44,2,1
2,36.42,0.75,3,3,4,8,0.585,0,0,0,0,0,84,3,1
2,40.58,3.29,2,1,10,8,3.5,0,0,0,1,2,129,0,1
2,21.08,10.085,3,3,5,4,1.25,0,0,0,0,0,90,0,1
1,22.67,0.75,2,1,2,8,2.0,0,1,2,1,0,67,394,1
1,25.25,13.5,3,3,6,3,2.0,0,1,1,1,0,67,1,1
2,17.92,0.205,2,1,1,8,0.04,0,0,0,0,0,96,750,1
2,35.0,3.375,2,1,2,4,8.29,0,0,0,1,0,0,0,1
